county,year,credit_access
MN-Jackson County,2010,78.38323353
MN-Kanabec County,2010,65.24064171
MN-Kandiyohi County,2010,79.04191617
MN-Kittson County,2010,71.42857143
MN-Koochiching County,2010,83.72093023
MN-Lac qui Parle County,2010,62.5
MN-Lake County,2010,81.31868132
MN-Lake of the Woods County,2010,72
MN-Le Sueur County,2010,82.0610687
MN-Lincoln County,2010,65.11627907
MN-Lyon County,2010,78.1512605
MN-McLeod County,2010,82.51533742
MN-Mahnomen County,2010,80
MN-Marshall County,2010,53.43347639
MN-Martin County,2010,71.7791411
MN-Meeker County,2010,81.02564103
MN-Mille Lacs County,2010,72.18309859
MN-Morrison County,2010,80.15267176
MN-Mower County,2010,80.80495356
MN-Murray County,2010,80.43478261
MN-Nicollet County,2010,87.24832215
MN-Nobles County,2010,86.11111111
MN-Norman County,2010,78.57142857
MN-Olmsted County,2010,85.6025759
MN-Otter Tail County,2010,83.04431599
MN-Pennington County,2010,84.11214953
MN-Pine County,2010,69.53405018
MN-Pipestone County,2010,79.41176471
MN-Polk County,2010,78.34394904
MN-Pope County,2010,75.53191489
MN-Ramsey County,2010,83.4637344
MN-Red Lake County,2010,82.14285714
MN-Redwood County,2010,77.41935484
MN-Renville County,2010,68.51851852
MN-Rice County,2010,83.04431599
MN-Rock County,2010,82.66666667
MN-Roseau County,2010,72.91666667
MN-St. Louis County,2010,84.70532842
MN-Scott County,2010,79.94483846
MN-Sherburne County,2010,84.30688753
MN-Sibley County,2010,74.7826087
MN-Stearns County,2010,85.26551982
MN-Steele County,2010,76.54723127
MN-Stevens County,2010,80.48780488
MN-Swift County,2010,84.7826087
MN-Todd County,2010,74.38016529
MN-Traverse County,2010,88.23529412
MN-Wabasha County,2010,82.62548263
MN-Wadena County,2010,71.66666667
MN-Waseca County,2010,81.87134503
MN-Washington County,2010,81.52173913
MN-Watonwan County,2010,77.77777778
MN-Wilkin County,2010,82.22222222
MN-Winona County,2010,85.12820513
MN-Wright County,2010,81.81818182
MN-Yellow Medicine County,2010,70.45454545
NE-Adams County,2010,80.44692737
NE-Antelope County,2010,60.86956522
NE-Banner County,2010,0
NE-Boone County,2010,84.61538462
NE-Box Butte County,2010,81.52173913
NE-Boyd County,2010,60
NE-Brown County,2010,66.66666667
NE-Buffalo County,2010,87.21973094
NE-Burt County,2010,77.04918033
NE-Butler County,2010,85
NE-Cass County,2010,87.61329305
NE-Cedar County,2010,70.68965517
NE-Chase County,2010,80
NE-Cherry County,2010,84.375
NE-Cheyenne County,2010,81.30841121
NE-Clay County,2010,75.86206897
NE-Colfax County,2010,81.25
NE-Cuming County,2010,79.48717949
NE-Custer County,2010,76.74418605
NE-Dakota County,2010,73.16017316
NE-Dawes County,2010,74.13793103
NE-Dawson County,2010,73.68421053
NE-Deuel County,2010,43.75
NE-Dixon County,2010,50
NE-Dodge County,2010,85.6
NE-Douglas County,2010,88.52502662
NE-Dundy County,2010,77.77777778
NE-Fillmore County,2010,91.30434783
NE-Franklin County,2010,80
NE-Frontier County,2010,85.71428571
NE-Furnas County,2010,55
NE-Gage County,2010,82.62910798
NE-Garden County,2010,33.33333333
NE-Garfield County,2010,75
NE-Gosper County,2010,61.9047619
NE-Grant County,2010,100
NE-Greeley County,2010,60
NE-Hall County,2010,79.70660147
NE-Hamilton County,2010,76.47058824
NE-Harlan County,2010,55.55555556
NE-Hayes County,2010,50
NE-Hitchcock County,2010,73.68421053
NE-Holt County,2010,68.75
NE-Hooker County,2010,66.66666667
NE-Howard County,2010,83.67346939
NE-Jefferson County,2010,75.75757576
NE-Johnson County,2010,82.75862069
NE-Kearney County,2010,78.72340426
NE-Keith County,2010,79.56989247
NE-Keya Paha County,2010,0
NE-Kimball County,2010,56
NE-Knox County,2010,76.19047619
NE-Lancaster County,2010,86.84420772
NE-Lincoln County,2010,79.40379404
NE-Logan County,2010,100
NE-Loup County,2010,0
NE-Madison County,2010,80
NE-Merrick County,2010,92.5
NE-Morrill County,2010,68.42105263
NE-Nance County,2010,76.92307692
NE-Nemaha County,2010,77.35849057
NE-Nuckolls County,2010,68.75
NE-Otoe County,2010,84.86842105
NE-Pawnee County,2010,66.66666667
NE-Perkins County,2010,72.22222222
NE-Phelps County,2010,84.74576271
NE-Pierce County,2010,78.94736842
NE-Platte County,2010,84.81012658
NE-Polk County,2010,89.74358974
NE-Red Willow County,2010,68.23529412
NE-Richardson County,2010,61.9047619
NE-Rock County,2010,100
NE-Saline County,2010,79.62962963
NE-Sarpy County,2010,89.93392927
NE-Saunders County,2010,85.77981651
NE-Scotts Bluff County,2010,80.66666667
NE-Seward County,2010,85.43046358
NE-Sheridan County,2010,68.18181818
NE-Sherman County,2010,71.42857143
NE-Sioux County,2010,75
NE-Stanton County,2010,66.66666667
NE-Thayer County,2010,92.30769231
NE-Thomas County,2010,66.66666667
NE-Thurston County,2010,50
NE-Valley County,2010,85.71428571
NE-Washington County,2010,86.95652174
NE-Wayne County,2010,90.24390244
NE-Webster County,2010,40
NE-Wheeler County,2010,0
NE-York County,2010,82.08955224
NC-Alamance County,2010,75.77505407
NC-Alexander County,2010,75.12690355
NC-Alleghany County,2010,73.11827957
NC-Anson County,2010,51.4084507
NC-Ashe County,2010,66.00985222
NC-Avery County,2010,66.8202765
NC-Beaufort County,2010,65.14806378
NC-Bertie County,2010,50
NC-Bladen County,2010,45.41484716
NC-Brunswick County,2010,75.87346553
NC-Buncombe County,2010,74.44077741
NC-Burke County,2010,68.51574213
NC-Cabarrus County,2010,81.93359375
NC-Caldwell County,2010,77.72357724
NC-Camden County,2010,77.48344371
NC-Carteret County,2010,78.57142857
NC-Caswell County,2010,65.64885496
NC-Catawba County,2010,73.07692308
NC-Chatham County,2010,80.53977273
NC-Cherokee County,2010,59.39849624
NC-Chowan County,2010,59.60264901
NC-Clay County,2010,68.36734694
NC-Cleveland County,2010,66.23207301
NC-Columbus County,2010,42.28971963
NC-Craven County,2010,78.90879479
NC-Cumberland County,2010,81.06995885
NC-Currituck County,2010,79.27565392
NC-Dare County,2010,81.88331627
NC-Davidson County,2010,72.86027798
NC-Davie County,2010,73.12661499
NC-Duplin County,2010,57.83410138
NC-Durham County,2010,81.97954272
NC-Edgecombe County,2010,53.93258427
NC-Forsyth County,2010,79.80187122
NC-Franklin County,2010,72.98105683
NC-Gaston County,2010,74.55315146
NC-Gates County,2010,67.39130435
NC-Graham County,2010,56.06060606
NC-Granville County,2010,75.78740157
NC-Greene County,2010,67.74774775
NC-Guilford County,2010,78.30719743
NC-Halifax County,2010,51.09034268
NC-Harnett County,2010,81.18872549
NC-Haywood County,2010,70.4
NC-Henderson County,2010,78.6407767
NC-Hertford County,2010,60.16260163
NC-Hoke County,2010,84.49691992
NC-Hyde County,2010,62.85714286
NC-Iredell County,2010,75.1216874
NC-Jackson County,2010,70.49180328
NC-Johnston County,2010,78.96126761
NC-Jones County,2010,68.65671642
NC-Lee County,2010,80.32786885
NC-Lenoir County,2010,58.29268293
NC-Lincoln County,2010,74.15026834
NC-McDowell County,2010,65.91549296
NC-Macon County,2010,72.35142119
NC-Madison County,2010,73.51724138
NC-Martin County,2010,54.42176871
NC-Mecklenburg County,2010,80.95920432
NC-Mitchell County,2010,72.52747253
NC-Montgomery County,2010,64.24581006
NC-Moore County,2010,82.04255319
NC-Nash County,2010,69.44818304
NC-New Hanover County,2010,78.30569251
NC-Northampton County,2010,53.33333333
NC-Onslow County,2010,84.6896192
NC-Orange County,2010,77.36988848
NC-Pamlico County,2010,74.13793103
NC-Pasquotank County,2010,74.17721519
NC-Pender County,2010,69.67559944
NC-Perquimans County,2010,63.84615385
NC-Person County,2010,66.03773585
NC-Pitt County,2010,77.44851833
NC-Polk County,2010,71.53284672
NC-Randolph County,2010,72.15189873
NC-Richmond County,2010,71.85028993
NC-Robeson County,2010,46.38694639
NC-Rockingham County,2010,71.66437414
NC-Rowan County,2010,74.15730337
NC-Rutherford County,2010,69.88416988
NC-Sampson County,2010,48.79120879
NC-Scotland County,2010,57.45614035
NC-Stanly County,2010,69.20731707
NC-Stokes County,2010,72.19387755
NC-Surry County,2010,64.92805755
NC-Swain County,2010,63.20754717
NC-Transylvania County,2010,77.69230769
NC-Tyrrell County,2010,55.17241379
NC-Union County,2010,74.63094587
NC-Vance County,2010,59.91561181
NC-Wake County,2010,83.65059063
NC-Warren County,2010,73.01324503
NC-Washington County,2010,66.56101426
NC-Watauga County,2010,76.61141805
NC-Wayne County,2010,74.3691242
NC-Wilkes County,2010,66.66666667
NC-Wilson County,2010,75.80919932
NC-Yadkin County,2010,66.14785992
NC-Yancey County,2010,66.875
OK-Adair County,2010,41.73913043
OK-Alfalfa County,2010,56.25
OK-Atoka County,2010,38.88888889
OK-Beaver County,2010,81.39825218
OK-Beckham County,2010,56.77419355
OK-Blaine County,2010,56.57894737
OK-Bryan County,2010,65.95744681
OK-Caddo County,2010,59.29648241
OK-Canadian County,2010,81.83053919
OK-Carter County,2010,66.36851521
OK-Cherokee County,2010,60.31746032
OK-Choctaw County,2010,43.92523364
OK-Cimarron County,2010,56.25
OK-Cleveland County,2010,82.01189296
OK-Coal County,2010,47.61904762
OK-Comanche County,2010,86.45374449
OK-Cotton County,2010,77.77777778
OK-Craig County,2010,58.03571429
OK-Creek County,2010,70.08343266
OK-Custer County,2010,68.54304636
OK-Delaware County,2010,80.35108959
OK-Dewey County,2010,61.29032258
OK-Ellis County,2010,66.66666667
OK-Garfield County,2010,75.975039
OK-Garvin County,2010,60.35242291
OK-Grady County,2010,77.16894977
OK-Grant County,2010,61.9047619
OK-Greer County,2010,61.29032258
OK-Harmon County,2010,66.66666667
OK-Harper County,2010,73.68421053
OK-Haskell County,2010,46.96969697
OK-Hughes County,2010,60.91954023
OK-Jackson County,2010,77.28440367
OK-Jefferson County,2010,74.61873638
OK-Johnston County,2010,61.38613861
OK-Kay County,2010,68.57798165
OK-Kingfisher County,2010,68.42105263
OK-Kiowa County,2010,61.53846154
OK-Latimer County,2010,49.46236559
OK-Le Flore County,2010,54.18803419
OK-Lincoln County,2010,69.22222222
OK-Logan County,2010,74.07054337
OK-Love County,2010,50
OK-McClain County,2010,70.59891107
OK-McCurtain County,2010,43.36283186
OK-McIntosh County,2010,66.33663366
OK-Major County,2010,54.83870968
OK-Marshall County,2010,61.53846154
OK-Mayes County,2010,65.15513126
OK-Murray County,2010,68.13186813
OK-Muskogee County,2010,71.79836512
OK-Noble County,2010,59.5959596
OK-Nowata County,2010,52.83018868
OK-Okfuskee County,2010,60.6557377
OK-Oklahoma County,2010,81.85766459
OK-Okmulgee County,2010,66.33165829
OK-Osage County,2010,67.82608696
OK-Ottawa County,2010,72.79894875
OK-Pawnee County,2010,66.26506024
OK-Payne County,2010,72.65625
OK-Pittsburg County,2010,70.26431718
OK-Pontotoc County,2010,77.56756757
OK-Pottawatomie County,2010,69.46472019
OK-Pushmataha County,2010,47.27272727
OK-Roger Mills County,2010,55.55555556
OK-Rogers County,2010,77.73144287
OK-Seminole County,2010,59.18367347
OK-Sequoyah County,2010,60.17130621
OK-Stephens County,2010,67.71217712
OK-Texas County,2010,55.66037736
OK-Tillman County,2010,79.48717949
OK-Tulsa County,2010,83.33744754
OK-Wagoner County,2010,79.56140351
OK-Washington County,2010,80.37066738
OK-Washita County,2010,44.92753623
OK-Woods County,2010,71.05263158
OK-Woodward County,2010,63.12849162
SC-Abbeville County,2010,49.72067039
SC-Aiken County,2010,77.04722056
SC-Allendale County,2010,41.66666667
SC-Anderson County,2010,67.77924653
SC-Bamberg County,2010,51.1627907
SC-Barnwell County,2010,42.75862069
SC-Beaufort County,2010,75.61585148
SC-Berkeley County,2010,69.12665163
SC-Calhoun County,2010,60.99071207
SC-Charleston County,2010,77.2640428
SC-Cherokee County,2010,59.36435868
SC-Chester County,2010,57.88381743
SC-Chesterfield County,2010,45.48022599
SC-Clarendon County,2010,53.61702128
SC-Colleton County,2010,52.05479452
SC-Darlington County,2010,56.14035088
SC-Dillon County,2010,52.7607362
SC-Dorchester County,2010,74.72103004
SC-Edgefield County,2010,72.97297297
SC-Fairfield County,2010,48.07692308
SC-Florence County,2010,73.27517843
SC-Georgetown County,2010,66.14950635
SC-Greenville County,2010,76.7580238
SC-Greenwood County,2010,68.58108108
SC-Hampton County,2010,32.14285714
SC-Horry County,2010,73.71712341
SC-Jasper County,2010,49.21259843
SC-Kershaw County,2010,67.50998668
SC-Lancaster County,2010,68.57142857
SC-Laurens County,2010,49.41373534
SC-Lee County,2010,47.67932489
SC-Lexington County,2010,73.18390494
SC-McCormick County,2010,47.05882353
SC-Marion County,2010,58.85509839
SC-Marlboro County,2010,45.6
SC-Newberry County,2010,62.41610738
SC-Oconee County,2010,69.286754
SC-Orangeburg County,2010,46.16613419
SC-Pickens County,2010,67.72767462
SC-Richland County,2010,76.91473205
SC-Saluda County,2010,60
SC-Spartanburg County,2010,62.65725683
SC-Sumter County,2010,65.12345679
SC-Union County,2010,63.00578035
SC-Williamsburg County,2010,39.74358974
SC-York County,2010,77.88430809
VA-Accomack County,2010,66.18181818
VA-Albemarle County,2010,85.72671889
VA-Alleghany County,2010,69.11764706
VA-Amelia County,2010,65.47619048
VA-Amherst County,2010,77.23880597
VA-Appomattox County,2010,70.39473684
VA-Arlington County,2010,89.64713715
VA-Augusta County,2010,74.85714286
VA-Bath County,2010,54.83870968
VA-Bedford County,2010,81.6091954
VA-Bland County,2010,54.54545455
VA-Botetourt County,2010,83.17460317
VA-Brunswick County,2010,41.66666667
VA-Buchanan County,2010,54.38596491
VA-Buckingham County,2010,46.78899083
VA-Campbell County,2010,73.88059701
VA-Caroline County,2010,79.37131631
VA-Carroll County,2010,65.4822335
VA-Charles City County,2010,83.67346939
VA-Charlotte County,2010,57.53424658
VA-Chesterfield County,2010,86.75109596
VA-Clarke County,2010,77.83783784
VA-Craig County,2010,67.85714286
VA-Culpeper County,2010,78.36990596
VA-Cumberland County,2010,55.68181818
VA-Dickenson County,2010,46.15384615
VA-Dinwiddie County,2010,73.33333333
VA-Essex County,2010,74.43609023
VA-Fairfax County,2010,86.08295545
VA-Fauquier County,2010,84.40265487
VA-Floyd County,2010,60.43956044
VA-Fluvanna County,2010,81.68604651
VA-Franklin County,2010,81.9286872
VA-Frederick County,2010,79.60629921
VA-Giles County,2010,72.12121212
VA-Gloucester County,2010,80.95238095
VA-Goochland County,2010,77.36625514
VA-Grayson County,2010,63.88888889
VA-Greene County,2010,90.82568807
VA-Greensville County,2010,65.45454545
VA-Halifax County,2010,70.46632124
VA-Hanover County,2010,85.56603774
VA-Henrico County,2010,86.86252772
VA-Henry County,2010,67.24637681
VA-Highland County,2010,90
VA-Isle of Wight County,2010,84.88372093
VA-James City County,2010,87.02147526
VA-King and Queen County,2010,64.1509434
VA-King George County,2010,86.36363636
VA-King William County,2010,85.71428571
VA-Lancaster County,2010,69.52380952
VA-Lee County,2010,60
VA-Loudoun County,2010,83.85604856
VA-Louisa County,2010,79.07488987
VA-Lunenburg County,2010,45.76271186
VA-Madison County,2010,79.12087912
VA-Mathews County,2010,72.91666667
VA-Mecklenburg County,2010,55.77889447
VA-Middlesex County,2010,82.29166667
VA-Montgomery County,2010,84.7690387
VA-Nelson County,2010,78.53658537
VA-New Kent County,2010,77.7027027
VA-Northampton County,2010,69.67213115
VA-Northumberland County,2010,71.56862745
VA-Nottoway County,2010,70
VA-Orange County,2010,77.3015873
VA-Page County,2010,85.06493506
VA-Patrick County,2010,63.71681416
VA-Pittsylvania County,2010,70.37037037
VA-Powhatan County,2010,84.96240602
VA-Prince Edward County,2010,60.11904762
VA-Prince George County,2010,77.3381295
VA-Prince William County,2010,82.71044776
VA-Pulaski County,2010,82.69230769
VA-Rappahannock County,2010,71.42857143
VA-Richmond County,2010,65.45454545
VA-Roanoke County,2010,87.7445932
VA-Rockbridge County,2010,72.35294118
VA-Rockingham County,2010,78.83310719
VA-Russell County,2010,54.93562232
VA-Scott County,2010,55.31914894
VA-Shenandoah County,2010,75.49407115
VA-Smyth County,2010,57.7689243
VA-Southampton County,2010,76.66666667
VA-Spotsylvania County,2010,83.69936554
VA-Stafford County,2010,84.75085911
VA-Surry County,2010,75.51020408
VA-Sussex County,2010,65.15151515
VA-Tazewell County,2010,58.11403509
VA-Warren County,2010,81.78294574
VA-Washington County,2010,80.21657643
VA-Westmoreland County,2010,77.88944724
VA-Wise County,2010,55.69007264
VA-Wythe County,2010,57.54716981
VA-York County,2010,89.76945245
VA-Alexandria city,2010,88.6864813
VA-Bristol city,2010,71.28205128
VA-Buena Vista city,2010,56.52173913
VA-Charlottesville city,2010,79.94652406
VA-Chesapeake city,2010,88.22916667
VA-Colonial Heights city,2010,86.48648649
VA-Covington city,2010,76.19047619
VA-Danville city,2010,72.39057239
VA-Emporia city,2010,73.68421053
VA-Fairfax city,2010,90.73482428
VA-Falls Church city,2010,86.14457831
VA-Franklin city,2010,74.28571429
VA-Fredericksburg city,2010,87.2611465
VA-Galax city,2010,64.58333333
VA-Hampton city,2010,86.17472434
VA-Harrisonburg city,2010,91.16719243
VA-Hopewell city,2010,84.92462312
VA-Lexington city,2010,78.78787879
VA-Lynchburg city,2010,85.31571219
VA-Manassas city,2010,81.61993769
VA-Manassas Park city,2010,73.75415282
VA-Martinsville city,2010,76.19047619
VA-Newport News city,2010,84.23153693
VA-Norfolk city,2010,85.00789058
VA-Norton city,2010,56.09756098
VA-Petersburg city,2010,69.58762887
VA-Poquoson city,2010,79.04761905
VA-Portsmouth city,2010,86.51933702
VA-Radford city,2010,88.11881188
VA-Richmond city,2010,83.26315789
VA-Roanoke city,2010,85.65615463
VA-Salem city,2010,87.55364807
VA-Staunton city,2010,80
VA-Suffolk city,2010,88.40304183
VA-Virginia Beach city,2010,89.55195424
VA-Waynesboro city,2010,77.33333333
VA-Williamsburg city,2010,85.39325843
VA-Winchester city,2010,78.6259542
AL-Autauga County,2011,65.21084337
AL-Baldwin County,2011,72.47562126
AL-Barbour County,2011,49.35064935
AL-Bibb County,2011,49.79079498
AL-Blount County,2011,59.68503937
AL-Bullock County,2011,26.5060241
AL-Butler County,2011,28.24427481
AL-Calhoun County,2011,58.80708295
AL-Chambers County,2011,50.78125
AL-Cherokee County,2011,67.83625731
AL-Chilton County,2011,48.39319471
AL-Choctaw County,2011,47.4137931
AL-Clarke County,2011,45.18828452
AL-Clay County,2011,39.04761905
AL-Cleburne County,2011,47.86324786
AL-Coffee County,2011,77.68479777
AL-Colbert County,2011,75.09157509
AL-Conecuh County,2011,17.33333333
AL-Coosa County,2011,42.69662921
AL-Covington County,2011,54.57413249
AL-Crenshaw County,2011,31.05590062
AL-Cullman County,2011,52.46231156
AL-Dale County,2011,66.5158371
AL-Dallas County,2011,43.36917563
AL-DeKalb County,2011,55.41401274
AL-Elmore County,2011,66.63316583
AL-Escambia County,2011,40.38461538
AL-Etowah County,2011,67.453294
AL-Fayette County,2011,45.91194969
AL-Franklin County,2011,62.94820717
AL-Geneva County,2011,66.66666667
AL-Greene County,2011,35.55555556
AL-Hale County,2011,60
AL-Henry County,2011,62.7027027
AL-Houston County,2011,75.63176895
AL-Jackson County,2011,58.10810811
AL-Jefferson County,2011,75.97014925
AL-Lamar County,2011,54.63917526
AL-Lauderdale County,2011,79.93311037
AL-Lawrence County,2011,45.05494505
AL-Lee County,2011,74.27304091
AL-Limestone County,2011,74.62195924
AL-Lowndes County,2011,25
AL-Macon County,2011,28.40236686
AL-Madison County,2011,82.49352719
AL-Marengo County,2011,56.75675676
AL-Marion County,2011,57.45454545
AL-Marshall County,2011,53.7037037
AL-Mobile County,2011,69.97084548
AL-Monroe County,2011,42.02898551
AL-Montgomery County,2011,73.90300231
AL-Morgan County,2011,64.05667412
AL-Perry County,2011,33.33333333
AL-Pickens County,2011,45.18072289
AL-Pike County,2011,39.51219512
AL-Randolph County,2011,49.67741935
AL-Russell County,2011,80.65693431
AL-St. Clair County,2011,66.20065789
AL-Shelby County,2011,74.55892731
AL-Sumter County,2011,52.17391304
AL-Talladega County,2011,43.01310044
AL-Tallapoosa County,2011,56.33187773
AL-Tuscaloosa County,2011,76.47558386
AL-Walker County,2011,41.61490683
AL-Washington County,2011,34.66666667
AL-Wilcox County,2011,25.45454545
AL-Winston County,2011,63.52459016
AK-Aleutians East Borough,2011,100
AK-Aleutians West Census Area,2011,50
AK-Anchorage Municipality,2011,87.73367478
AK-Bethel Census Area,2011,70.83333333
AK-Bristol Bay Borough,2011,83.33333333
AK-Denali Borough,2011,66.66666667
AK-Dillingham Census Area,2011,57.14285714
AK-Fairbanks North Star Borough,2011,86.49864986
AK-Haines Borough,2011,76.66666667
AK-Hoonah-Angoon Census Area,2011,100
AK-Juneau City and Borough,2011,89.43298969
AK-Kenai Peninsula Borough,2011,87
AK-Ketchikan Gateway Borough,2011,72.36842105
AK-Kodiak Island Borough,2011,81.95488722
AK-Lake and Peninsula Borough,2011,0
AK-Matanuska-Susitna Borough,2011,88.47305389
AK-Nome Census Area,2011,78.26086957
AK-North Slope Borough,2011,63.15789474
AK-Northwest Arctic Borough,2011,57.14285714
AK-Prince of Wales-Hyder Census Area,2011,20
AK-Sitka City and Borough,2011,85
AK-Skagway Municipality,2011,100
AK-Southeast Fairbanks Census Area,2011,86.48648649
AK-Valdez-Cordova Census Area,2011,94.28571429
AK-Wrangell City and Borough,2011,100
AK-Yakutat City and Borough,2011,66.66666667
AK-Yukon-Koyukuk Census Area,2011,75
AZ-Apache County,2011,29.97601918
AZ-Cochise County,2011,75.60165975
AZ-Coconino County,2011,72.0311486
AZ-Gila County,2011,77.75862069
AZ-Graham County,2011,77.57352941
AZ-Greenlee County,2011,66.66666667
AZ-La Paz County,2011,56.25
AZ-Maricopa County,2011,81.5729361
AZ-Mohave County,2011,76.61087866
AZ-Navajo County,2011,70.97729516
AZ-Pima County,2011,81.09469443
AZ-Pinal County,2011,81.13851404
AZ-Santa Cruz County,2011,80.37974684
AZ-Yavapai County,2011,78.41494845
AZ-Yuma County,2011,84.03064231
AR-Ashley County,2011,41.58878505
AR-Baxter County,2011,83.21995465
AR-Benton County,2011,81.79028133
AR-Boone County,2011,71.31578947
AR-Bradley County,2011,38.75
AR-Calhoun County,2011,52.77777778
AR-Carroll County,2011,67.3992674
AR-Chicot County,2011,34.18803419
AR-Clark County,2011,56.70995671
AR-Clay County,2011,52.27272727
AR-Cleburne County,2011,62.67281106
AR-Cleveland County,2011,40.90909091
AR-Columbia County,2011,58.38150289
AR-Conway County,2011,54.01785714
AR-Craighead County,2011,80.42609854
AR-Crawford County,2011,67.04402516
AR-Crittenden County,2011,77.94871795
AR-Cross County,2011,55.78512397
AR-Dallas County,2011,45.97701149
AR-Desha County,2011,39.28571429
AR-Drew County,2011,41.7989418
AR-Faulkner County,2011,77.57504414
AR-Franklin County,2011,64.78873239
AR-Fulton County,2011,63.63636364
AR-Garland County,2011,64.8951049
AR-Grant County,2011,57.60869565
AR-Greene County,2011,77.59674134
AR-Hempstead County,2011,48.91304348
AR-Hot Spring County,2011,47.84580499
AR-Howard County,2011,57.31707317
AR-Independence County,2011,65.3125
AR-Izard County,2011,74.22680412
AR-Jackson County,2011,49.65034965
AR-Jefferson County,2011,55.97222222
AR-Johnson County,2011,69.88416988
AR-Lafayette County,2011,49.01960784
AR-Lawrence County,2011,55.38461538
AR-Lee County,2011,23.52941176
AR-Lincoln County,2011,44.05594406
AR-Little River County,2011,55.76923077
AR-Logan County,2011,54.59183673
AR-Lonoke County,2011,75.25083612
AR-Madison County,2011,44.23076923
AR-Marion County,2011,72.30769231
AR-Miller County,2011,64
AR-Mississippi County,2011,69.01763224
AR-Monroe County,2011,52.94117647
AR-Montgomery County,2011,61.72839506
AR-Nevada County,2011,42.85714286
AR-Newton County,2011,71.42857143
AR-Ouachita County,2011,57.41239892
AR-Perry County,2011,34.51327434
AR-Phillips County,2011,38.51851852
AR-Pike County,2011,44.30379747
AR-Poinsett County,2011,57.50915751
AR-Polk County,2011,62.60869565
AR-Pope County,2011,79.03726708
AR-Prairie County,2011,60.17699115
AR-Pulaski County,2011,80.23179532
AR-Randolph County,2011,64.18604651
AR-St. Francis County,2011,39.53488372
AR-Saline County,2011,71.74683544
AR-Scott County,2011,38.88888889
AR-Searcy County,2011,50.63291139
AR-Sebastian County,2011,77.91932059
AR-Sevier County,2011,56.16438356
AR-Sharp County,2011,72.72727273
AR-Stone County,2011,68.37606838
AR-Union County,2011,52.83993115
AR-Van Buren County,2011,63.59447005
AR-Washington County,2011,78.3420463
AR-White County,2011,60.8348135
AR-Woodruff County,2011,36.11111111
AR-Yell County,2011,68.36158192
CA-Alameda County,2011,76.60327289
CA-Alpine County,2011,70.96774194
CA-Amador County,2011,78.78787879
CA-Butte County,2011,81.33125325
CA-Calaveras County,2011,76.98309493
CA-Colusa County,2011,82.32323232
CA-Contra Costa County,2011,78.05564868
CA-Del Norte County,2011,70.96774194
CA-El Dorado County,2011,81.74105496
CA-Fresno County,2011,80.49393509
CA-Glenn County,2011,80.35714286
CA-Humboldt County,2011,75.40983607
CA-Imperial County,2011,81.60158835
CA-Inyo County,2011,81.51260504
CA-Kern County,2011,79.99358426
CA-Kings County,2011,82.68684957
CA-Lake County,2011,70.44410413
CA-Lassen County,2011,79
CA-Los Angeles County,2011,73.48502743
CA-Madera County,2011,76.54402102
CA-Marin County,2011,80.51633723
CA-Mariposa County,2011,76.97368421
CA-Mendocino County,2011,69.01960784
CA-Merced County,2011,77.32749179
CA-Modoc County,2011,74.46808511
CA-Mono County,2011,71.38461538
CA-Monterey County,2011,76.62547018
CA-Napa County,2011,77.17758271
CA-Nevada County,2011,79.97218359
CA-Orange County,2011,75.53855591
CA-Placer County,2011,81.45684877
CA-Plumas County,2011,71.93675889
CA-Riverside County,2011,76.33615478
CA-Sacramento County,2011,79.42050133
CA-San Benito County,2011,78.69318182
CA-San Bernardino County,2011,76.82823847
CA-San Diego County,2011,76.8527017
CA-San Francisco County,2011,80.33549244
CA-San Joaquin County,2011,79.571753
CA-San Luis Obispo County,2011,80.19897304
CA-San Mateo County,2011,79.24255565
CA-Santa Barbara County,2011,79.68843619
CA-Santa Clara County,2011,76.70709057
CA-Santa Cruz County,2011,76.83839718
CA-Shasta County,2011,77.55359395
CA-Sierra County,2011,82.14285714
CA-Siskiyou County,2011,74.58745875
CA-Solano County,2011,77.64005949
CA-Sonoma County,2011,78.88210607
CA-Stanislaus County,2011,81.07284365
CA-Sutter County,2011,78.49566056
CA-Tehama County,2011,71.42857143
CA-Trinity County,2011,70.37037037
CA-Tulare County,2011,83.014862
CA-Tuolumne County,2011,80.98360656
CA-Ventura County,2011,78.40837432
CA-Yolo County,2011,79.75769813
CA-Yuba County,2011,78.96253602
CT-Fairfield County,2011,79.21757519
CT-Hartford County,2011,80.95238095
CT-Litchfield County,2011,80.84022915
CT-Middlesex County,2011,82.63750828
CT-New Haven County,2011,77.98921662
CT-New London County,2011,79.47200728
CT-Tolland County,2011,83.59592215
CT-Windham County,2011,79.93562232
GA-Appling County,2011,37.35632184
GA-Atkinson County,2011,25.71428571
GA-Bacon County,2011,37.5
GA-Baker County,2011,53.33333333
GA-Baldwin County,2011,66.95652174
GA-Banks County,2011,67.59259259
GA-Barrow County,2011,79.67479675
GA-Bartow County,2011,77.75090689
GA-Ben Hill County,2011,66.27906977
GA-Berrien County,2011,77.34375
GA-Bibb County,2011,75.46948357
GA-Bleckley County,2011,88.13559322
GA-Brantley County,2011,60
GA-Brooks County,2011,56.58914729
GA-Bryan County,2011,84.21052632
GA-Bulloch County,2011,70.02012072
GA-Burke County,2011,44.18604651
GA-Butts County,2011,77.19298246
GA-Calhoun County,2011,29.55974843
GA-Camden County,2011,82.2519084
GA-Candler County,2011,59.57446809
GA-Carroll County,2011,71.50368034
GA-Catoosa County,2011,69.0936107
